random_crop_id,image_path,sheet_id,sheet_title,page_number,ink_ratio,human_quick_label,human_notes
Revision_Set_7_37f6066a_p0002_random_0190,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0002_random_0190.png,S140,EXISTING RUBBISH CHUTE TO BE MODIFIED FOR NEW OPENING - REFER,3,0.012159,,
Revision_1_-_Drawing_Changes_6cbee960_p0032_random_0191,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0032_random_0191.png,P-418,"1/2"" CW,",33,0.051426,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0020_random_0192,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0020_random_0192.png,P-418,"1/2"" CW,",21,0.141318,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0193,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0193.png,S160,"AEMS, PLLC",4,0.019512,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0191_random_0194,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0191_random_0194.png,E405,PANEL SCHEDULES - ELECTRICAL,192,0.155912,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0195,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0195.png,PL307,ATTIC - MED GAS,4,0.063348,,
Revision_Set_7_37f6066a_p0003_random_0196,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0003_random_0196.png,C10,"PLATE 5/16""X4""X0'-6""",4,0.045098,,
Revision_1_-_Drawing_Changes_6cbee960_p0012_random_0197,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0012_random_0197.png,AE600,"3' - 0""",13,0.065862,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0028_random_0198,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0028_random_0198.png,P-418,WCO,29,0.034067,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0199,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0199.png,S142,NOTE:,7,0.575205,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0185_random_0200,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0185_random_0200.png,MH301,VAV,186,0.127181,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0201,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0201.png,PL507,OVERALL MED GAS RISER,5,0.066364,,
Revision_Set_7_37f6066a_p0003_random_0202,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0003_random_0202.png,C10,"PLATE 5/16""X4""X0'-6""",4,0.060507,,
Revision_1_-_Drawing_Changes_6cbee960_p0008_random_0203,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0008_random_0203.png,AE211,CENTRAL,9,0.066728,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0204,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0204.png,AE402,HAC,10,0.106707,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0205,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0205.png,S140,PHOTO A-9,8,0.731866,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0187_random_0206,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0187_random_0206.png,MH301,LOCKABLE COVER,188,0.092904,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0207,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0207.png,PL307,ATTIC - MED GAS,4,0.051265,,
Revision_Set_7_37f6066a_p0002_random_0208,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0002_random_0208.png,S140,EXISTING RUBBISH CHUTE TO BE MODIFIED FOR NEW OPENING - REFER,3,0.115665,,
Revision_1_-_Drawing_Changes_6cbee960_p0031_random_0209,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0031_random_0209.png,AD402,WALL PROTECTION LEGEND,32,0.204369,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0027_random_0210,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0027_random_0210.png,P-418,CS-1,28,0.017181,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0005_random_0211,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0005_random_0211.png,S142,Project Number,6,0.002547,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0180_random_0212,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0180_random_0212.png,P-418,WCO,181,0.126069,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0213,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0213.png,PL305,4TH FLOOR - MED GAS,2,0.099773,,
Revision_Set_7_37f6066a_p0002_random_0214,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0002_random_0214.png,S140,EXISTING RUBBISH CHUTE TO BE MODIFIED FOR NEW OPENING - REFER,3,0.020563,,
Revision_1_-_Drawing_Changes_6cbee960_p0027_random_0215,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0027_random_0215.png,AE612,DOOR AND WINDOW DETAILS,28,0.0495,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0216,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0216.png,AE125,7.4,12,0.031376,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0217,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0217.png,S142,NOTE:,7,0.669956,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0172_random_0218,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0172_random_0218.png,P-418,"1/2"" CW,",173,0.152724,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0219,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0219.png,PL507,OVERALL MED GAS RISER,5,0.035262,,
Revision_Set_7_37f6066a_p0002_random_0220,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0002_random_0220.png,S140,EXISTING RUBBISH CHUTE TO BE MODIFIED FOR NEW OPENING - REFER,3,0.032832,,
Revision_1_-_Drawing_Changes_6cbee960_p0048_random_0221,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0048_random_0221.png,E301,SCHEDULES.,49,0.077399,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0012_random_0222,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0012_random_0222.png,AE403,SHIPPING/,13,0.159554,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0223,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0223.png,S140,PHOTO A-9,8,0.999954,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0189_random_0224,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0189_random_0224.png,E402,PANEL SCHEDULES - ELECTRICAL,190,0.075166,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0225,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0225.png,PL306,5TH FLOOR - MED GAS,3,0.006065,,
Revision_Set_7_37f6066a_p0002_random_0226,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0002_random_0226.png,S140,EXISTING RUBBISH CHUTE TO BE MODIFIED FOR NEW OPENING - REFER,3,0.042145,,
Revision_1_-_Drawing_Changes_6cbee960_p0007_random_0227,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0007_random_0227.png,AD705,REMOVE EXISTING PAINT / COATING AT ALL EXISTING MASONRY AND AT ALL WOOD AND PLASTER,8,0.055826,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0025_random_0228,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0025_random_0228.png,P-809,TP-2,26,0.044527,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0229,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0229.png,S140,PHOTO A-9,8,0.30877,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0197_random_0230,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0197_random_0230.png,E001,SYMBOLS  LIST.,198,0.105646,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0231,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0231.png,PL306,5TH FLOOR - MED GAS,3,0.137592,,
Revision_Set_7_37f6066a_p0003_random_0232,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0003_random_0232.png,C10,"PLATE 5/16""X4""X0'-6""",4,0.033514,,
Revision_1_-_Drawing_Changes_6cbee960_p0026_random_0233,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0026_random_0233.png,AE611,"9'-0""",27,0.023577,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0012_random_0234,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0012_random_0234.png,AE403,SHIPPING/,13,0.08426,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0235,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0235.png,S142,NOTE:,7,0.814507,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0188_random_0236,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0188_random_0236.png,E17,HUBBELL,189,0.074824,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0237,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0237.png,PL507,OVERALL MED GAS RISER,5,0.029578,,
Revision_Set_7_37f6066a_p0002_random_0238,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0002_random_0238.png,S140,EXISTING RUBBISH CHUTE TO BE MODIFIED FOR NEW OPENING - REFER,3,0.228443,,
Revision_1_-_Drawing_Changes_6cbee960_p0001_random_0239,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0001_random_0239.png,GI104,5TH FLOOR CODE ANALYSIS,2,0.083742,,
Drawing_Rev2-_Steel_Grab_Bars_R1_AE107.1_9b6a81f4_p0000_random_0240,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Drawing_Rev2-_Steel_Grab_Bars_R1_AE107.1_9b6a81f4_p0000_random_0240.png,AE401,SIM,1,0.014668,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0241,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0241.png,S140,"(E) BRACE FRAME, STITCH WELD CHANNEL TO TOP TUBE OF FRAME WITH BEVEL",5,0.010275,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0180_random_0242,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0180_random_0242.png,P-418,WCO,181,0.01472,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0243,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0243.png,PL306,5TH FLOOR - MED GAS,3,0.157606,,
Revision_Set_7_37f6066a_p0003_random_0244,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0003_random_0244.png,C10,"PLATE 5/16""X4""X0'-6""",4,0.101625,,
Revision_1_-_Drawing_Changes_6cbee960_p0041_random_0245,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0041_random_0245.png,PL105,DRAWING SYMBOLS,42,0.128157,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0005_random_0246,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0005_random_0246.png,AE126,SIM,6,0.102924,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0247,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0247.png,S142,NOTE:,7,0.615752,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0190_random_0248,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0190_random_0248.png,E403,PANEL SCHEDULES - ELECTRICAL,191,0.083448,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0000_random_0249,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0000_random_0249.png,PL302,EXISTING 1ST FLOOR - MED GAS,1,0.07135,,
Revision_Set_7_37f6066a_p0003_random_0250,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0003_random_0250.png,C10,"PLATE 5/16""X4""X0'-6""",4,0.058297,,
Revision_1_-_Drawing_Changes_6cbee960_p0015_random_0251,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0015_random_0251.png,AE110,6B103,16,0.058316,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0005_random_0252,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0005_random_0252.png,AE126,SIM,6,0.020307,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0253,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0253.png,S140,"(E) BRACE FRAME, STITCH WELD CHANNEL TO TOP TUBE OF FRAME WITH BEVEL",5,0.018275,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0190_random_0254,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0190_random_0254.png,E403,PANEL SCHEDULES - ELECTRICAL,191,0.094147,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0255,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0004_random_0255.png,PL507,OVERALL MED GAS RISER,5,0.08316,,
Revision_Set_7_37f6066a_p0002_random_0256,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0002_random_0256.png,S140,EXISTING RUBBISH CHUTE TO BE MODIFIED FOR NEW OPENING - REFER,3,0.021465,,
Revision_1_-_Drawing_Changes_6cbee960_p0038_random_0257,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0038_random_0257.png,P-418,FD-C,39,0.024535,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0258,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0258.png,AE402,HAC,10,0.102872,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0259,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0259.png,S160,"AEMS, PLLC",4,0.015781,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0193_random_0260,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0193_random_0260.png,EP102,"4 - 3""C. UP",194,0.179553,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0000_random_0261,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0000_random_0261.png,PL302,EXISTING 1ST FLOOR - MED GAS,1,0.047978,,
Revision_Set_7_37f6066a_p0003_random_0262,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0003_random_0262.png,C10,"PLATE 5/16""X4""X0'-6""",4,0.008262,,
Revision_1_-_Drawing_Changes_6cbee960_p0029_random_0263,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0029_random_0263.png,AE127,FINISH PLAN  & WALL PROTECTION PLAN FLOOR 3,30,0.005889,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0014_random_0264,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0014_random_0264.png,AE514,"1' - 6""",15,0.008152,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0265,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0265.png,S142,NOTE:,7,0.815436,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0191_random_0266,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0191_random_0266.png,E405,PANEL SCHEDULES - ELECTRICAL,192,0.112636,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0267,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0267.png,PL307,ATTIC - MED GAS,4,0.032349,,
Revision_Set_7_37f6066a_p0002_random_0268,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0002_random_0268.png,S140,EXISTING RUBBISH CHUTE TO BE MODIFIED FOR NEW OPENING - REFER,3,0.027493,,
Revision_1_-_Drawing_Changes_6cbee960_p0037_random_0269,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0037_random_0269.png,PL404,ENLARGED PLANS - PLUMBING,38,0.058542,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0028_random_0270,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0028_random_0270.png,P-418,WCO,29,0.005034,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0271,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0271.png,S140,PHOTO A-9,8,0.579525,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0193_random_0272,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0193_random_0272.png,EP102,"4 - 3""C. UP",194,0.003308,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0273,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0273.png,PL307,ATTIC - MED GAS,4,0.069766,,
Revision_Set_7_37f6066a_p0003_random_0274,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0003_random_0274.png,C10,"PLATE 5/16""X4""X0'-6""",4,0.029883,,
Revision_1_-_Drawing_Changes_6cbee960_p0003_random_0275,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0003_random_0275.png,S142,"83'-7""",4,0.020028,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0007_random_0276,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0007_random_0276.png,AE401,TYP,8,0.104685,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0277,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0277.png,S140,PHOTO A-9,8,0.699173,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0192_random_0278,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0192_random_0278.png,EP101,GFI,193,0.013977,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0279,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0279.png,PL307,ATTIC - MED GAS,4,0.036729,,
Revision_Set_7_37f6066a_p0003_random_0280,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0003_random_0280.png,C10,"PLATE 5/16""X4""X0'-6""",4,0.043957,,
Revision_1_-_Drawing_Changes_6cbee960_p0043_random_0281,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0043_random_0281.png,MH301,VAV,44,0.121525,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0019_random_0282,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0019_random_0282.png,,,20,0.06968,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0283,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0283.png,S140,"(E) BRACE FRAME, STITCH WELD CHANNEL TO TOP TUBE OF FRAME WITH BEVEL",5,0.004333,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0192_random_0284,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0192_random_0284.png,EP101,GFI,193,0.158243,,
